review,sentiment
Need to arrive early to get a nice place to set Pricing is decent and food is good Mostly crowded for hookahs and mocktails with sandwiches,1
the food wasnt good,0
"Great food relaxed ambiance perfect place to unwind with friends
Service was exceptional ",1
bad quality,0
the food wasnt good,0
Ordered Lychee mojitobbq chickenboth were just yumwould visit the cafe soon 45 stars for the food 5 stars for the delivery,1
Good pizza,1
the delivery took a long time and burger was not hot,0
Nice place to hangout with friends and amazing food and drink,1
h,1
It was non spicy,0
Good place with amazing vibe pleasant and friendly staff Cafe has decent pricing and king size menu to choose your food from Worth visiting,1
Why not delivering in roopena agrahara near to silk board side  You will more consumers from here  kindly reply we are looking to hear from you,0
Pepsi I got the small sizeand I had ordered for the medium size,0
I love cafe coffee day coffeeFirst time I ordered food and coffee for home deliveryPacking was amazing and food was tasty and fresh too  ,1
By mistake I ordered strawberry and chocolate shakes at this outlet Just flavored milk blended up Not a good first experience at teashot ,0
Much needed place in ORR has a great ambience The staff r too friendly and down to earth Awesome food Best place to hangout with friends,1
,1
good,1
"Perfect place for small budget eatouts
A tiny but cosy place Loved the food
No much options under drinks Only alcohol they serve is beer",1
Bad taste,0
"I ordered a walnut brownie but I got a chocolate brownie
Please revert",0
Need to arrive early to get a nice place to set Pricing is decent and food is good Mostly crowded for hookahs and mocktails with sandwiches,1
I didnt get the food i ordered,0
Good quality food The dosa and chicken curry is yummy The dosa and veg curry is yummier Overall good food Consistent quality Keep it up guys,1
"What a great find
The ambience was nice food was pretty good and the prices just amazing
This place is Definitely going to my revisit list ",1
"the quantity of masala Maggi was very less 
paying 60 RS and getting 20rs Maggi not fair",0
Quantity can be increased,1
Good place to hangout neararound MG road and brigade road Rooftop place it is Food and service is decent Havinh Zomato gold is bonus out here,1
What an awesome place in Brookfield I usually goes out here and it never gets bored The food is great ambience is good and so the service,1
Teal door cafe is am excellent cafe to hang out and the food is brilliant we ordered thai pav and mexican roll Manju s service was excellent,1
i ordered large pizza but it was just the small of a small pizza,0
food quality is very bad please never order pizza from this place,0
Quality wasnt good waste of money,0
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
Perfect place to spend a really good timeThumbs up for both tea and coffeeI come here everytime and enjoy my perfect cup of tea and snacks,1
The burgers are not good No taste at all,0
late delivery,0
Nice little cafe Very friendly staff Food is nice as well Would recommend baba black sheep burger as well as white truffle cafe in desserts,1
non veg smell in veg food,0
awesome,1
Hukka was awesome The Arabic chicken Biriyani is very good taste Love the Ambience and service Would surly visit then again and again,1
bad taste and bun was dry,0
awesome food and great delivery,1
"Hey guys 
Its a great and cute place to hang out  they have quite good tasting innovative concept food and must visit place in kormangala",1
Ausum place to chill Great music great hukka and good food  Must try here  The staff was very courteous and responsive  Ambience is amazing,1
non veg smell in veg food,0
,1
good,1
elivwred Burger were exceptional If the buns were preheated then the burgers would have been best,1
good,1
the delivery took a long time and burger was not hot,0
Very friendly staff cool set upChoco Shawarma is a must tryits better than all the shawarmas I ever had Loved it and is highly recommended,1
not good,0
Good food both in quality and quantity fast service good place to hang out with friends This place is recommended will love to visit again,1
Nice small cozy place Mocha tasted great The fries tasted great and so was the pizza Everything tasted just perfect Would visit it again,1
Pizzas were very good especially the thin crust Packaging was also nice,1
,1
Spaghetti Not edible,0
The ambience of the place is really cozy and nice even though its a small place The waffles are really affordable and tasty Worth a visit,1
Excellent coffee ,1
Ordered garlic rice with kadai panner Food was inedible They share fake post by them self for a hype Waste of time n money Eat at ur own risk,0
"A very small beautiful place
I really loved it
Everything was so beautiful that I loved every bit of it I visited Church Street Lasagna was OMG",1
Nice cosy place We visited this place in the afternoon and it was very peaceful We really loved the coffee variety there and the sandwiches also,1
"Good variety of food great ambiance
Disappointed with Pasta  but its ok when you get such exceptional service
Will come again ",1
Nice cosy place We visited this place in the afternoon and it was very peaceful We really loved the coffee variety there and the sandwiches also,1
the food wasnt good,0
The burger didnt contained cheese at all,0
Amazing place Very friendly staff Wide range of flavours of sheesha available Good ambiance Pretty cool hangout place for college students,1
dint get what was ordered and got less in quantity have ordered many times,0
Amazing place  beautiful interior  quick service and most importantly delicious food  Just loved this place  the manager is very helpful ,1
Nothing above average tbh  coffee shake is trash  delivery was horrendous,0
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
Unhygienic and unhealthy place  got bowels issue after eating here  If anything this place should be called it should be called poopease ,0
dint get what was ordered and got less in quantity have ordered many times,0
